date,precio_btc,usd_invertido,equity_usd
2022-11-08,18541.271484375,66000.0,37691.50106352247
2022-11-09,15880.7802734375,66000.0,32283.139107814703
2022-11-10,17586.771484375,66000.0,35751.152053722886
2022-11-11,17034.29296875,66000.0,34628.04975856468
2022-11-12,16799.185546875,66000.0,34150.113191533055
2022-11-13,16353.365234375,66000.0,33243.830318921304
2022-11-14,16618.19921875,66000.0,33782.196331853
2022-11-15,16884.61328125,68000.0,36353.89258820557
2022-11-16,16669.439453125,68000.0,35890.60651199227
2022-11-17,16687.517578125,68000.0,35929.53012863062
2022-11-18,16697.77734375,68000.0,35951.62020622366
2022-11-19,16711.546875,68000.0,35981.267083632956
2022-11-20,16291.83203125,68000.0,35077.5882078895
2022-11-21,15787.2841796875,68000.0,33991.257233304386
2022-11-22,16189.76953125,68000.0,34857.83966520869
2022-11-23,16610.70703125,68000.0,35764.15101545685
2022-11-24,16604.46484375,68000.0,35750.711097697975
2022-11-25,16521.841796875,68000.0,35572.81721754974
2022-11-26,16464.28125,68000.0,35448.884859517246
2022-11-27,16444.626953125,68000.0,35406.56762159247
2022-11-28,16217.322265625,68000.0,34917.16285664313
2022-11-29,16444.982421875,68000.0,35407.33297360502
2022-11-30,17168.56640625,68000.0,36965.26586838596
2022-12-01,16967.1328125,70000.0,38506.186581723385
2022-12-02,17088.66015625,70000.0,38781.98772178231
2022-12-03,16908.236328125,70000.0,38372.523514344044
2022-12-04,17130.486328125,70000.0,38876.91044066569
2022-12-05,16974.826171875,70000.0,38523.64633375148
2022-12-06,17089.50390625,70000.0,38783.90257653634
2022-12-07,16848.126953125,70000.0,38236.10784325579
2022-12-08,17233.474609375,70000.0,39110.63796654572
2022-12-09,17133.15234375,70000.0,38882.960849784344
2022-12-10,17128.724609375,70000.0,38872.912294859816
2022-12-11,17104.193359375,70000.0,38817.239665899964
2022-12-12,17206.4375,70000.0,39049.27839626776
2022-12-13,17781.318359375,70000.0,40353.946066284865
2022-12-14,17815.650390625,70000.0,40431.86115162374
2022-12-15,17364.865234375,72000.0,41356.487773230045
2022-12-16,16647.484375,72000.0,39647.96010318738
2022-12-17,16795.091796875,72000.0,39999.50469945221
2022-12-18,16757.9765625,72000.0,39911.110363192594
2022-12-19,16439.6796875,72000.0,39153.048573393244
2022-12-20,16906.3046875,72000.0,40264.3713994974
